"flies","week","trt","cty"
125,5,"control","shelby"
150,6,"control","shelby"
175,7,"control","shelby"
100,8,"control","shelby"
125,9,"control","shelby"
100,10,"control","shelby"
75,11,"control","shelby"
80,12,"control","shelby"
50,13,"control","shelby"
100,14,"control","shelby"
100,15,"control","shelby"
50,16,"control","shelby"
100,17,"control","shelby"
140,18,"control","shelby"
150,19,"control","shelby"
175,20,"control","shelby"
140,21,"control","shelby"
100,22,"control","shelby"
125,23,"control","shelby"
75,-1,"control","shelby"
100,0,"control","shelby"
75,1,"control","shelby"
100,2,"control","shelby"
125,3,"control","shelby"
100,4,"control","shelby"
100,5,"control","shelby"
100,6,"control","shelby"
150,7,"control","shelby"
100,8,"control","shelby"
100,9,"control","shelby"
80,10,"control","shelby"
125,11,"control","shelby"
50,12,"control","shelby"
70,13,"control","shelby"
100,14,"control","shelby"
20,15,"control","shelby"
100,16,"control","shelby"
90,17,"control","shelby"
150,18,"control","shelby"
150,19,"control","shelby"
50,20,"control","shelby"
150,21,"control","shelby"
120,22,"control","shelby"
150,23,"control","shelby"
50,-1,"control","shelby"
125,0,"control","shelby"
100,1,"control","shelby"
125,2,"control","shelby"
100,3,"control","shelby"
135,4,"control","shelby"
150,5,"control","shelby"
200,6,"control","shelby"
125,7,"control","shelby"
125,8,"control","shelby"
150,9,"control","shelby"
80,10,"control","shelby"
80,11,"control","shelby"
100,12,"control","shelby"
50,13,"control","shelby"
125,14,"control","shelby"
175,15,"control","shelby"
125,16,"control","shelby"
75,17,"control","shelby"
100,18,"control","shelby"
200,19,"control","shelby"
100,20,"control","shelby"
75,21,"control","shelby"
100,22,"control","shelby"
125,23,"control","shelby"
40,-1,"control","shelby"
50,0,"control","shelby"
125,1,"control","shelby"
75,2,"control","shelby"
100,3,"control","shelby"
150,4,"control","shelby"
200,5,"control","shelby"
50,6,"control","shelby"
130,7,"control","shelby"
150,8,"control","shelby"
80,9,"control","shelby"
50,10,"control","shelby"
100,11,"control","shelby"
125,12,"control","shelby"
80,13,"control","shelby"
80,14,"control","shelby"
125,15,"control","shelby"
100,16,"control","shelby"
100,17,"control","shelby"
80,18,"control","shelby"
100,19,"control","shelby"
125,20,"control","shelby"
100,21,"control","shelby"
150,22,"control","shelby"
100,23,"control","shelby"
60,-1,"control","shelby"
75,0,"control","shelby"
75,1,"control","shelby"
100,2,"control","shelby"
75,3,"control","shelby"
100,4,"control","shelby"
250,5,"control","shelby"
100,6,"control","shelby"
150,7,"control","shelby"
175,8,"control","shelby"
125,9,"control","shelby"
80,10,"control","shelby"
80,11,"control","shelby"
50,12,"control","shelby"
100,13,"control","shelby"
100,14,"control","shelby"
150,15,"control","shelby"
75,16,"control","shelby"
80,17,"control","shelby"
80,18,"control","shelby"
75,19,"control","shelby"
130,20,"control","shelby"
100,21,"control","shelby"
200,22,"control","shelby"
75,23,"control","shelby"
80,-1,"control","shelby"
75,0,"control","shelby"
50,1,"control","shelby"
100,2,"control","shelby"
100,3,"control","shelby"
125,4,"control","shelby"
100,5,"control","shelby"
75,6,"control","shelby"
100,7,"control","shelby"
150,8,"control","shelby"
150,9,"control","shelby"
100,10,"control","shelby"
125,11,"control","shelby"
50,12,"control","shelby"
100,13,"control","shelby"
80,14,"control","shelby"
200,15,"control","shelby"
100,16,"control","shelby"
75,17,"control","shelby"
125,18,"control","shelby"
75,19,"control","shelby"
120,20,"control","shelby"
125,21,"control","shelby"
175,22,"control","shelby"
200,23,"control","shelby"
10,-1,"vetgun","shelby"
15,0,"vetgun","shelby"
10,1,"vetgun","shelby"
0,2,"vetgun","shelby"
5,3,"vetgun","shelby"
20,4,"vetgun","shelby"
0,5,"vetgun","shelby"
15,6,"vetgun","shelby"
10,7,"vetgun","shelby"
10,8,"vetgun","shelby"
5,9,"vetgun","shelby"
15,10,"vetgun","shelby"
25,11,"vetgun","shelby"
5,12,"vetgun","shelby"
10,13,"vetgun","shelby"
20,14,"vetgun","shelby"
10,15,"vetgun","shelby"
10,16,"vetgun","shelby"
15,17,"vetgun","shelby"
5,18,"vetgun","shelby"
20,19,"vetgun","shelby"
10,20,"vetgun","shelby"
25,21,"vetgun","shelby"
20,22,"vetgun","shelby"
5,-1,"vetgun","shelby"
10,0,"vetgun","shelby"
5,1,"vetgun","shelby"
10,2,"vetgun","shelby"
5,3,"vetgun","shelby"
15,4,"vetgun","shelby"
10,5,"vetgun","shelby"
10,6,"vetgun","shelby"
10,7,"vetgun","shelby"
5,8,"vetgun","shelby"
10,9,"vetgun","shelby"
5,10,"vetgun","shelby"
10,11,"vetgun","shelby"
10,12,"vetgun","shelby"
5,13,"vetgun","shelby"
20,14,"vetgun","shelby"
10,15,"vetgun","shelby"
10,16,"vetgun","shelby"
10,17,"vetgun","shelby"
5,18,"vetgun","shelby"
10,19,"vetgun","shelby"
10,20,"vetgun","shelby"
20,21,"vetgun","shelby"
20,22,"vetgun","shelby"
15,-1,"vetgun","shelby"
10,0,"vetgun","shelby"
10,1,"vetgun","shelby"
0,2,"vetgun","shelby"
10,3,"vetgun","shelby"
10,4,"vetgun","shelby"
5,5,"vetgun","shelby"
5,6,"vetgun","shelby"
5,7,"vetgun","shelby"
15,8,"vetgun","shelby"
5,9,"vetgun","shelby"
10,10,"vetgun","shelby"
25,11,"vetgun","shelby"
15,12,"vetgun","shelby"
10,13,"vetgun","shelby"
10,14,"vetgun","shelby"
5,15,"vetgun","shelby"
10,16,"vetgun","shelby"
10,17,"vetgun","shelby"
10,18,"vetgun","shelby"
20,19,"vetgun","shelby"
20,20,"vetgun","shelby"
10,21,"vetgun","shelby"
20,22,"vetgun","shelby"
20,-1,"vetgun","shelby"
15,0,"vetgun","shelby"
15,1,"vetgun","shelby"
10,2,"vetgun","shelby"
0,3,"vetgun","shelby"
5,4,"vetgun","shelby"
5,5,"vetgun","shelby"
20,6,"vetgun","shelby"
10,7,"vetgun","shelby"
10,8,"vetgun","shelby"
5,9,"vetgun","shelby"
10,10,"vetgun","shelby"
10,11,"vetgun","shelby"
5,12,"vetgun","shelby"
20,13,"vetgun","shelby"
20,14,"vetgun","shelby"
15,15,"vetgun","shelby"
10,16,"vetgun","shelby"
15,17,"vetgun","shelby"
5,18,"vetgun","shelby"
30,19,"vetgun","shelby"
10,20,"vetgun","shelby"
20,21,"vetgun","shelby"
20,22,"vetgun","shelby"
10,-1,"vetgun","shelby"
10,0,"vetgun","shelby"
15,1,"vetgun","shelby"
20,2,"vetgun","shelby"
10,3,"vetgun","shelby"
15,4,"vetgun","shelby"
5,5,"vetgun","shelby"
15,6,"vetgun","shelby"
10,7,"vetgun","shelby"
5,8,"vetgun","shelby"
15,9,"vetgun","shelby"
10,10,"vetgun","shelby"
20,11,"vetgun","shelby"
20,12,"vetgun","shelby"
15,13,"vetgun","shelby"
15,14,"vetgun","shelby"
10,15,"vetgun","shelby"
15,16,"vetgun","shelby"
15,17,"vetgun","shelby"
5,18,"vetgun","shelby"
10,19,"vetgun","shelby"
5,20,"vetgun","shelby"
10,21,"vetgun","shelby"
20,22,"vetgun","shelby"
5,-1,"vetgun","shelby"
20,0,"vetgun","shelby"
20,1,"vetgun","shelby"
10,2,"vetgun","shelby"
10,3,"vetgun","shelby"
10,4,"vetgun","shelby"
10,5,"vetgun","shelby"
20,6,"vetgun","shelby"
15,7,"vetgun","shelby"
20,8,"vetgun","shelby"
20,9,"vetgun","shelby"
15,10,"vetgun","shelby"
10,11,"vetgun","shelby"
5,12,"vetgun","shelby"
10,13,"vetgun","shelby"
10,14,"vetgun","shelby"
5,15,"vetgun","shelby"
5,16,"vetgun","shelby"
5,17,"vetgun","shelby"
10,18,"vetgun","shelby"
10,19,"vetgun","shelby"
20,20,"vetgun","shelby"
20,21,"vetgun","shelby"
25,22,"vetgun","shelby"
20,-1,"vetgun","shelby"
10,0,"vetgun","shelby"
20,1,"vetgun","shelby"
5,2,"vetgun","shelby"
15,3,"vetgun","shelby"
10,4,"vetgun","shelby"
0,5,"vetgun","shelby"
10,6,"vetgun","shelby"
20,7,"vetgun","shelby"
25,8,"vetgun","shelby"
5,9,"vetgun","shelby"
5,10,"vetgun","shelby"
5,11,"vetgun","shelby"
25,12,"vetgun","shelby"
5,13,"vetgun","shelby"
5,14,"vetgun","shelby"
10,15,"vetgun","shelby"
20,16,"vetgun","shelby"
10,17,"vetgun","shelby"
10,18,"vetgun","shelby"
20,19,"vetgun","shelby"
15,20,"vetgun","shelby"
5,21,"vetgun","shelby"
15,22,"vetgun","shelby"
10,-1,"vetgun","shelby"
5,0,"vetgun","shelby"
25,1,"vetgun","shelby"
15,2,"vetgun","shelby"
25,3,"vetgun","shelby"
5,4,"vetgun","shelby"
0,5,"vetgun","shelby"
15,6,"vetgun","shelby"
20,7,"vetgun","shelby"
5,8,"vetgun","shelby"
15,9,"vetgun","shelby"
20,10,"vetgun","shelby"
5,11,"vetgun","shelby"
10,12,"vetgun","shelby"
25,13,"vetgun","shelby"
10,14,"vetgun","shelby"
10,15,"vetgun","shelby"
15,16,"vetgun","shelby"
10,17,"vetgun","shelby"
10,18,"vetgun","shelby"
10,19,"vetgun","shelby"
25,20,"vetgun","shelby"
20,21,"vetgun","shelby"
20,22,"vetgun","shelby"
10,-1,"vetgun","shelby"
10,0,"vetgun","shelby"
25,1,"vetgun","shelby"
0,2,"vetgun","shelby"
5,3,"vetgun","shelby"
20,4,"vetgun","shelby"
10,5,"vetgun","shelby"
10,6,"vetgun","shelby"
5,7,"vetgun","shelby"
10,8,"vetgun","shelby"
10,9,"vetgun","shelby"
25,10,"vetgun","shelby"
15,11,"vetgun","shelby"
10,12,"vetgun","shelby"
10,13,"vetgun","shelby"
15,14,"vetgun","shelby"
15,15,"vetgun","shelby"
10,16,"vetgun","shelby"
5,17,"vetgun","shelby"
15,18,"vetgun","shelby"
5,19,"vetgun","shelby"
10,20,"vetgun","shelby"
25,21,"vetgun","shelby"
20,22,"vetgun","shelby"
15,-1,"vetgun","shelby"
5,0,"vetgun","shelby"
10,1,"vetgun","shelby"
25,2,"vetgun","shelby"
5,3,"vetgun","shelby"
10,4,"vetgun","shelby"
5,5,"vetgun","shelby"
5,6,"vetgun","shelby"
15,7,"vetgun","shelby"
10,8,"vetgun","shelby"
5,9,"vetgun","shelby"
5,10,"vetgun","shelby"
10,11,"vetgun","shelby"
10,12,"vetgun","shelby"
5,13,"vetgun","shelby"
5,14,"vetgun","shelby"
10,15,"vetgun","shelby"
10,16,"vetgun","shelby"
5,17,"vetgun","shelby"
10,18,"vetgun","shelby"
10,19,"vetgun","shelby"
10,20,"vetgun","shelby"
10,21,"vetgun","shelby"
20,22,"vetgun","shelby"
15,5,"xp820","shelby"
20,6,"xp820","shelby"
10,7,"xp820","shelby"
5,8,"xp820","shelby"
0,9,"xp820","shelby"
0,10,"xp820","shelby"
0,11,"xp820","shelby"
5,12,"xp820","shelby"
10,13,"xp820","shelby"
0,14,"xp820","shelby"
5,15,"xp820","shelby"
0,16,"xp820","shelby"
10,17,"xp820","shelby"
5,18,"xp820","shelby"
10,19,"xp820","shelby"
20,20,"xp820","shelby"
20,21,"xp820","shelby"
10,22,"xp820","shelby"
25,23,"xp820","shelby"
20,24,"xp820","shelby"
25,5,"xp820","shelby"
25,6,"xp820","shelby"
15,7,"xp820","shelby"
10,8,"xp820","shelby"
0,9,"xp820","shelby"
0,10,"xp820","shelby"
10,11,"xp820","shelby"
10,12,"xp820","shelby"
5,13,"xp820","shelby"
10,14,"xp820","shelby"
5,15,"xp820","shelby"
5,16,"xp820","shelby"
10,17,"xp820","shelby"
10,18,"xp820","shelby"
15,19,"xp820","shelby"
25,20,"xp820","shelby"
15,21,"xp820","shelby"
10,22,"xp820","shelby"
20,23,"xp820","shelby"
25,24,"xp820","shelby"
10,5,"xp820","shelby"
30,6,"xp820","shelby"
30,7,"xp820","shelby"
15,8,"xp820","shelby"
0,9,"xp820","shelby"
0,10,"xp820","shelby"
0,11,"xp820","shelby"
10,12,"xp820","shelby"
0,13,"xp820","shelby"
15,14,"xp820","shelby"
0,15,"xp820","shelby"
10,16,"xp820","shelby"
0,17,"xp820","shelby"
5,18,"xp820","shelby"
10,19,"xp820","shelby"
15,20,"xp820","shelby"
30,21,"xp820","shelby"
15,22,"xp820","shelby"
20,23,"xp820","shelby"
15,24,"xp820","shelby"
40,5,"xp820","shelby"
15,6,"xp820","shelby"
15,7,"xp820","shelby"
15,8,"xp820","shelby"
0,9,"xp820","shelby"
0,10,"xp820","shelby"
5,11,"xp820","shelby"
5,12,"xp820","shelby"
0,13,"xp820","shelby"
10,14,"xp820","shelby"
0,15,"xp820","shelby"
5,16,"xp820","shelby"
0,17,"xp820","shelby"
5,18,"xp820","shelby"
10,19,"xp820","shelby"
10,20,"xp820","shelby"
15,21,"xp820","shelby"
10,22,"xp820","shelby"
15,23,"xp820","shelby"
20,24,"xp820","shelby"
75,5,"xp820","shelby"
20,6,"xp820","shelby"
25,7,"xp820","shelby"
5,8,"xp820","shelby"
0,9,"xp820","shelby"
0,10,"xp820","shelby"
0,11,"xp820","shelby"
0,12,"xp820","shelby"
5,13,"xp820","shelby"
20,14,"xp820","shelby"
15,15,"xp820","shelby"
5,16,"xp820","shelby"
5,17,"xp820","shelby"
5,18,"xp820","shelby"
15,19,"xp820","shelby"
10,20,"xp820","shelby"
25,21,"xp820","shelby"
20,22,"xp820","shelby"
30,23,"xp820","shelby"
25,24,"xp820","shelby"
60,5,"xp820","shelby"
50,6,"xp820","shelby"
45,7,"xp820","shelby"
0,8,"xp820","shelby"
5,9,"xp820","shelby"
0,10,"xp820","shelby"
0,11,"xp820","shelby"
0,12,"xp820","shelby"
5,13,"xp820","shelby"
15,14,"xp820","shelby"
10,15,"xp820","shelby"
15,16,"xp820","shelby"
0,17,"xp820","shelby"
10,18,"xp820","shelby"
15,19,"xp820","shelby"
20,20,"xp820","shelby"
15,21,"xp820","shelby"
25,22,"xp820","shelby"
10,23,"xp820","shelby"
20,24,"xp820","shelby"
30,5,"xp820","shelby"
25,6,"xp820","shelby"
35,7,"xp820","shelby"
10,8,"xp820","shelby"
0,9,"xp820","shelby"
5,10,"xp820","shelby"
5,11,"xp820","shelby"
5,12,"xp820","shelby"
0,13,"xp820","shelby"
15,14,"xp820","shelby"
0,15,"xp820","shelby"
15,16,"xp820","shelby"
10,17,"xp820","shelby"
15,18,"xp820","shelby"
20,19,"xp820","shelby"
25,20,"xp820","shelby"
20,21,"xp820","shelby"
15,22,"xp820","shelby"
15,23,"xp820","shelby"
15,24,"xp820","shelby"
25,5,"xp820","shelby"
35,6,"xp820","shelby"
50,7,"xp820","shelby"
5,8,"xp820","shelby"
0,9,"xp820","shelby"
0,10,"xp820","shelby"
0,11,"xp820","shelby"
0,12,"xp820","shelby"
0,13,"xp820","shelby"
10,14,"xp820","shelby"
10,15,"xp820","shelby"
5,16,"xp820","shelby"
15,17,"xp820","shelby"
5,18,"xp820","shelby"
15,19,"xp820","shelby"
10,20,"xp820","shelby"
30,21,"xp820","shelby"
10,22,"xp820","shelby"
10,23,"xp820","shelby"
30,24,"xp820","shelby"
40,5,"xp820","shelby"
20,6,"xp820","shelby"
20,7,"xp820","shelby"
10,8,"xp820","shelby"
0,9,"xp820","shelby"
0,10,"xp820","shelby"
0,11,"xp820","shelby"
5,12,"xp820","shelby"
0,13,"xp820","shelby"
5,14,"xp820","shelby"
5,15,"xp820","shelby"
0,16,"xp820","shelby"
0,17,"xp820","shelby"
5,18,"xp820","shelby"
20,19,"xp820","shelby"
30,20,"xp820","shelby"
20,21,"xp820","shelby"
15,22,"xp820","shelby"
5,23,"xp820","shelby"
35,24,"xp820","shelby"
25,5,"xp820","shelby"
50,6,"xp820","shelby"
25,7,"xp820","shelby"
20,8,"xp820","shelby"
0,9,"xp820","shelby"
0,10,"xp820","shelby"
0,11,"xp820","shelby"
5,12,"xp820","shelby"
5,13,"xp820","shelby"
0,14,"xp820","shelby"
10,15,"xp820","shelby"
5,16,"xp820","shelby"
0,17,"xp820","shelby"
10,18,"xp820","shelby"
25,19,"xp820","shelby"
20,20,"xp820","shelby"
25,21,"xp820","shelby"
10,22,"xp820","shelby"
10,23,"xp820","shelby"
10,24,"xp820","shelby"
80,1,"control","smith"
120,2,"control","smith"
80,3,"control","smith"
200,4,"control","smith"
300,5,"control","smith"
200,6,"control","smith"
300,7,"control","smith"
300,8,"control","smith"
300,9,"control","smith"
300,10,"control","smith"
400,11,"control","smith"
300,12,"control","smith"
400,13,"control","smith"
200,14,"control","smith"
200,15,"control","smith"
200,16,"control","smith"
400,17,"control","smith"
200,18,"control","smith"
200,19,"control","smith"
300,20,"control","smith"
400,21,"control","smith"
400,22,"control","smith"
400,23,"control","smith"
400,24,"control","smith"
100,1,"control","smith"
100,2,"control","smith"
60,3,"control","smith"
200,4,"control","smith"
200,5,"control","smith"
300,6,"control","smith"
200,7,"control","smith"
300,8,"control","smith"
200,9,"control","smith"
250,10,"control","smith"
300,11,"control","smith"
400,12,"control","smith"
400,13,"control","smith"
250,14,"control","smith"
300,15,"control","smith"
300,16,"control","smith"
300,17,"control","smith"
300,18,"control","smith"
200,19,"control","smith"
400,20,"control","smith"
400,21,"control","smith"
400,22,"control","smith"
300,23,"control","smith"
400,24,"control","smith"
60,1,"control","smith"
80,2,"control","smith"
80,3,"control","smith"
160,4,"control","smith"
300,5,"control","smith"
400,6,"control","smith"
300,7,"control","smith"
300,8,"control","smith"
300,9,"control","smith"
300,10,"control","smith"
400,11,"control","smith"
400,12,"control","smith"
400,13,"control","smith"
300,14,"control","smith"
200,15,"control","smith"
300,16,"control","smith"
400,17,"control","smith"
250,18,"control","smith"
250,19,"control","smith"
400,20,"control","smith"
500,21,"control","smith"
300,22,"control","smith"
400,23,"control","smith"
300,24,"control","smith"
120,1,"control","smith"
80,2,"control","smith"
80,3,"control","smith"
160,4,"control","smith"
300,5,"control","smith"
400,6,"control","smith"
300,7,"control","smith"
400,8,"control","smith"
300,9,"control","smith"
400,10,"control","smith"
200,11,"control","smith"
200,12,"control","smith"
300,13,"control","smith"
200,14,"control","smith"
300,15,"control","smith"
200,16,"control","smith"
200,17,"control","smith"
300,18,"control","smith"
300,19,"control","smith"
400,20,"control","smith"
400,21,"control","smith"
400,22,"control","smith"
400,23,"control","smith"
400,24,"control","smith"
60,1,"control","smith"
120,2,"control","smith"
60,3,"control","smith"
200,4,"control","smith"
300,5,"control","smith"
300,6,"control","smith"
300,7,"control","smith"
400,8,"control","smith"
300,9,"control","smith"
400,10,"control","smith"
300,11,"control","smith"
300,12,"control","smith"
300,13,"control","smith"
250,14,"control","smith"
300,15,"control","smith"
200,16,"control","smith"
400,17,"control","smith"
200,18,"control","smith"
200,19,"control","smith"
400,20,"control","smith"
500,21,"control","smith"
500,22,"control","smith"
400,23,"control","smith"
400,24,"control","smith"
100,1,"control","smith"
100,2,"control","smith"
60,3,"control","smith"
200,4,"control","smith"
200,5,"control","smith"
300,6,"control","smith"
200,7,"control","smith"
300,8,"control","smith"
400,9,"control","smith"
200,10,"control","smith"
400,11,"control","smith"
400,12,"control","smith"
300,13,"control","smith"
250,14,"control","smith"
200,15,"control","smith"
200,16,"control","smith"
400,17,"control","smith"
250,18,"control","smith"
300,19,"control","smith"
300,20,"control","smith"
500,21,"control","smith"
500,22,"control","smith"
400,23,"control","smith"
400,24,"control","smith"
100,1,"control","smith"
60,2,"control","smith"
100,3,"control","smith"
200,4,"control","smith"
200,5,"control","smith"
200,6,"control","smith"
200,7,"control","smith"
300,8,"control","smith"
300,9,"control","smith"
400,10,"control","smith"
300,11,"control","smith"
300,12,"control","smith"
400,13,"control","smith"
200,14,"control","smith"
200,15,"control","smith"
250,16,"control","smith"
300,17,"control","smith"
400,18,"control","smith"
400,19,"control","smith"
400,20,"control","smith"
500,21,"control","smith"
400,22,"control","smith"
300,23,"control","smith"
400,24,"control","smith"
80,1,"control","smith"
60,2,"control","smith"
100,3,"control","smith"
200,4,"control","smith"
300,5,"control","smith"
300,6,"control","smith"
300,7,"control","smith"
200,8,"control","smith"
300,9,"control","smith"
300,10,"control","smith"
300,11,"control","smith"
300,12,"control","smith"
400,13,"control","smith"
300,14,"control","smith"
200,15,"control","smith"
300,16,"control","smith"
300,17,"control","smith"
200,18,"control","smith"
200,19,"control","smith"
400,20,"control","smith"
400,21,"control","smith"
400,22,"control","smith"
400,23,"control","smith"
300,24,"control","smith"
80,1,"control","smith"
80,2,"control","smith"
80,3,"control","smith"
200,4,"control","smith"
400,5,"control","smith"
200,6,"control","smith"
300,7,"control","smith"
300,8,"control","smith"
300,9,"control","smith"
300,10,"control","smith"
300,11,"control","smith"
300,12,"control","smith"
400,13,"control","smith"
250,14,"control","smith"
300,15,"control","smith"
300,16,"control","smith"
400,17,"control","smith"
250,18,"control","smith"
300,19,"control","smith"
300,20,"control","smith"
400,21,"control","smith"
400,22,"control","smith"
400,23,"control","smith"
400,24,"control","smith"
100,1,"control","smith"
100,2,"control","smith"
60,3,"control","smith"
200,4,"control","smith"
300,5,"control","smith"
300,6,"control","smith"
200,7,"control","smith"
300,8,"control","smith"
300,9,"control","smith"
300,10,"control","smith"
300,11,"control","smith"
300,12,"control","smith"
400,13,"control","smith"
300,14,"control","smith"
300,15,"control","smith"
300,16,"control","smith"
200,17,"control","smith"
300,18,"control","smith"
300,19,"control","smith"
300,20,"control","smith"
500,21,"control","smith"
400,22,"control","smith"
400,23,"control","smith"
400,24,"control","smith"
4,3,"optimizer","smith"
6,4,"optimizer","smith"
3,5,"optimizer","smith"
40,6,"optimizer","smith"
8,7,"optimizer","smith"
12,8,"optimizer","smith"
8,9,"optimizer","smith"
10,10,"optimizer","smith"
25,11,"optimizer","smith"
20,12,"optimizer","smith"
30,13,"optimizer","smith"
40,14,"optimizer","smith"
50,15,"optimizer","smith"
50,16,"optimizer","smith"
60,17,"optimizer","smith"
40,18,"optimizer","smith"
50,19,"optimizer","smith"
60,20,"optimizer","smith"
120,21,"optimizer","smith"
120,22,"optimizer","smith"
140,23,"optimizer","smith"
200,24,"optimizer","smith"
20,3,"optimizer","smith"
3,4,"optimizer","smith"
14,5,"optimizer","smith"
20,6,"optimizer","smith"
6,7,"optimizer","smith"
16,8,"optimizer","smith"
40,9,"optimizer","smith"
12,10,"optimizer","smith"
40,11,"optimizer","smith"
40,12,"optimizer","smith"
40,13,"optimizer","smith"
50,14,"optimizer","smith"
60,15,"optimizer","smith"
50,16,"optimizer","smith"
60,17,"optimizer","smith"
40,18,"optimizer","smith"
50,19,"optimizer","smith"
80,20,"optimizer","smith"
130,21,"optimizer","smith"
140,22,"optimizer","smith"
90,23,"optimizer","smith"
70,24,"optimizer","smith"
6,3,"optimizer","smith"
5,4,"optimizer","smith"
6,5,"optimizer","smith"
15,6,"optimizer","smith"
12,7,"optimizer","smith"
20,8,"optimizer","smith"
20,9,"optimizer","smith"
30,10,"optimizer","smith"
50,11,"optimizer","smith"
30,12,"optimizer","smith"
30,13,"optimizer","smith"
30,14,"optimizer","smith"
40,15,"optimizer","smith"
40,16,"optimizer","smith"
50,17,"optimizer","smith"
40,18,"optimizer","smith"
50,19,"optimizer","smith"
80,20,"optimizer","smith"
140,21,"optimizer","smith"
150,22,"optimizer","smith"
100,23,"optimizer","smith"
150,24,"optimizer","smith"
8,3,"optimizer","smith"
16,4,"optimizer","smith"
18,5,"optimizer","smith"
12,6,"optimizer","smith"
10,7,"optimizer","smith"
15,8,"optimizer","smith"
45,9,"optimizer","smith"
20,10,"optimizer","smith"
50,11,"optimizer","smith"
50,12,"optimizer","smith"
40,13,"optimizer","smith"
20,14,"optimizer","smith"
80,15,"optimizer","smith"
60,16,"optimizer","smith"
50,17,"optimizer","smith"
50,18,"optimizer","smith"
50,19,"optimizer","smith"
100,20,"optimizer","smith"
100,21,"optimizer","smith"
140,22,"optimizer","smith"
140,23,"optimizer","smith"
60,24,"optimizer","smith"
1,3,"optimizer","smith"
25,4,"optimizer","smith"
2,5,"optimizer","smith"
25,6,"optimizer","smith"
15,7,"optimizer","smith"
10,8,"optimizer","smith"
12,9,"optimizer","smith"
18,10,"optimizer","smith"
30,11,"optimizer","smith"
40,12,"optimizer","smith"
20,13,"optimizer","smith"
40,14,"optimizer","smith"
35,15,"optimizer","smith"
60,16,"optimizer","smith"
60,17,"optimizer","smith"
50,18,"optimizer","smith"
60,19,"optimizer","smith"
100,20,"optimizer","smith"
80,21,"optimizer","smith"
130,22,"optimizer","smith"
130,23,"optimizer","smith"
60,24,"optimizer","smith"
12,3,"optimizer","smith"
12,4,"optimizer","smith"
3,5,"optimizer","smith"
10,6,"optimizer","smith"
6,7,"optimizer","smith"
8,8,"optimizer","smith"
60,9,"optimizer","smith"
25,10,"optimizer","smith"
20,11,"optimizer","smith"
30,12,"optimizer","smith"
50,13,"optimizer","smith"
40,14,"optimizer","smith"
40,15,"optimizer","smith"
30,16,"optimizer","smith"
60,17,"optimizer","smith"
50,18,"optimizer","smith"
30,19,"optimizer","smith"
60,20,"optimizer","smith"
80,21,"optimizer","smith"
120,22,"optimizer","smith"
70,23,"optimizer","smith"
200,24,"optimizer","smith"
15,3,"optimizer","smith"
14,4,"optimizer","smith"
0,5,"optimizer","smith"
8,6,"optimizer","smith"
6,7,"optimizer","smith"
15,8,"optimizer","smith"
18,9,"optimizer","smith"
30,10,"optimizer","smith"
40,11,"optimizer","smith"
50,12,"optimizer","smith"
40,13,"optimizer","smith"
50,14,"optimizer","smith"
50,15,"optimizer","smith"
40,16,"optimizer","smith"
60,17,"optimizer","smith"
40,18,"optimizer","smith"
30,19,"optimizer","smith"
70,20,"optimizer","smith"
100,21,"optimizer","smith"
140,22,"optimizer","smith"
140,23,"optimizer","smith"
50,24,"optimizer","smith"
40,3,"optimizer","smith"
18,4,"optimizer","smith"
2,5,"optimizer","smith"
30,6,"optimizer","smith"
15,7,"optimizer","smith"
16,8,"optimizer","smith"
17,9,"optimizer","smith"
8,10,"optimizer","smith"
50,11,"optimizer","smith"
80,12,"optimizer","smith"
35,13,"optimizer","smith"
30,14,"optimizer","smith"
60,15,"optimizer","smith"
50,16,"optimizer","smith"
50,17,"optimizer","smith"
40,18,"optimizer","smith"
30,19,"optimizer","smith"
80,20,"optimizer","smith"
100,21,"optimizer","smith"
150,22,"optimizer","smith"
130,23,"optimizer","smith"
120,24,"optimizer","smith"
12,3,"optimizer","smith"
6,4,"optimizer","smith"
10,5,"optimizer","smith"
20,6,"optimizer","smith"
18,7,"optimizer","smith"
20,8,"optimizer","smith"
8,9,"optimizer","smith"
6,10,"optimizer","smith"
40,11,"optimizer","smith"
60,12,"optimizer","smith"
25,13,"optimizer","smith"
40,14,"optimizer","smith"
70,15,"optimizer","smith"
50,16,"optimizer","smith"
40,17,"optimizer","smith"
40,18,"optimizer","smith"
20,19,"optimizer","smith"
80,20,"optimizer","smith"
80,21,"optimizer","smith"
100,22,"optimizer","smith"
150,23,"optimizer","smith"
70,24,"optimizer","smith"
8,3,"optimizer","smith"
10,4,"optimizer","smith"
8,5,"optimizer","smith"
15,6,"optimizer","smith"
20,7,"optimizer","smith"
12,8,"optimizer","smith"
10,9,"optimizer","smith"
40,10,"optimizer","smith"
60,11,"optimizer","smith"
50,12,"optimizer","smith"
20,13,"optimizer","smith"
50,14,"optimizer","smith"
50,15,"optimizer","smith"
60,16,"optimizer","smith"
30,17,"optimizer","smith"
40,18,"optimizer","smith"
20,19,"optimizer","smith"
100,20,"optimizer","smith"
80,21,"optimizer","smith"
80,22,"optimizer","smith"
100,23,"optimizer","smith"
200,24,"optimizer","smith"
6,3,"gardstar","smith"
4,4,"gardstar","smith"
10,5,"gardstar","smith"
8,6,"gardstar","smith"
10,7,"gardstar","smith"
20,8,"gardstar","smith"
15,9,"gardstar","smith"
40,10,"gardstar","smith"
